cluster.index	parent.mass	number.of.spectra	RTMean	sum.precursor.intensity.	LibraryID	SpectrumID	Smiles	INCHI	ProteoSAFeClusterLink	MetFragScore	MetFragSMILES	MetFragID	FusionScore	FusionSMILES	FusionID	ConsensusScore	ConsensusSMILES	ConsensusID
74736	164.07	70	48.81746	8461410	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=74736&show=true	1	CC(=CC1=CC=CC=C1)[N+]([O-])=O	DTXSID1041188				1	CC(=CC1=CC=CC=C1)[N+]([O-])=O	DTXSID1041188
74813	164.069	2	42.957	129398	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=74813&show=true	1	CC(=CC1=CC=CC=C1)[N+]([O-])=O	DTXSID1041188				1	CC(=CC1=CC=CC=C1)[N+]([O-])=O	DTXSID1041188
74830	164.07	2	42.354	139305	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=74830&show=true	1	CC(=CC1=CC=CC=C1)[N+]([O-])=O	DTXSID1041188				1	CC(=CC1=CC=CC=C1)[N+]([O-])=O	DTXSID1041188
74841	164.071	2	42.143	308961	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=74841&show=true	1	CC(=CC1=CC=CC=C1)[N+]([O-])=O	DTXSID1041188				1	CC(=CC1=CC=CC=C1)[N+]([O-])=O	DTXSID1041188
76092	166.049	30	87.7876	5229220	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=76092&show=true	"1.000000,0.649689"	"CC(=O)C1=CC=CC=C1[N+]([O-])=O,NC(=O)C1=CC(=CC=C1)C(O)=O"	"DTXSID6025723,DTXSID30196309"				"1,0.89"	"CC(=O)C1=CC=CC=C1[N+]([O-])=O,NC(=O)C1=CC(=CC=C1)C(O)=O"	"DTXSID6025723,DTXSID30196309"
76093	166.049	32	88.03238	4457810	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=76093&show=true	"1.0000000,0.7047743"	"CC(=O)C1=CC=CC=C1[N+]([O-])=O,NC(=O)C1=CC(=CC=C1)C(O)=O"	"DTXSID6025723,DTXSID30196309"				"1,0.907"	"CC(=O)C1=CC=CC=C1[N+]([O-])=O,NC(=O)C1=CC(=CC=C1)C(O)=O"	"DTXSID6025723,DTXSID30196309"
78788	172.097	21	176.63857	44833.5	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=78788&show=true									
78811	172.954	458	160.3013	26823200	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=78811&show=true									
78851	172.953	2	69.449	96656.2	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=78851&show=true									
78852	172.953	2	74.715	83412.7	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=78852&show=true									
78933	172.953	2	538.188	39456.3	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=78933&show=true									
79053	172.953	2	133.743	73664.2	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79053&show=true									
79109	172.953	2	437.817	113219	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79109&show=true									
79115	172.953	2	523.986	119227	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79115&show=true									
79121	172.953	2	577.965	106174	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79121&show=true									
79249	172.953	2	190.038	42530.1	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79249&show=true									
79522	172.954	2	71.902	82404.4	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79522&show=true									
79528	172.954	2	106.425	78761.5	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79528&show=true									
79614	172.954	2	558.327	47016.1	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79614&show=true									
79757	172.954	2	546.055	89398	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79757&show=true									
79769	172.954	2	67.029	136327	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79769&show=true									
79795	172.954	2	542.355	109564	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79795&show=true									
79817	172.954	2	546.383	121292	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79817&show=true									
79853	172.955	2	72.566	122283	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79853&show=true									
79854	172.955	2	78.261	96740.8	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79854&show=true									
79900	172.955	2	141.136	100143	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79900&show=true									
79906	172.955	2	205.856	103703	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79906&show=true									
79963	172.955	2	90.988	129055	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79963&show=true									
79992	172.955	2	56.872	233910	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79992&show=true									
79993	172.955	2	65.855	152020	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79993&show=true									
79994	172.955	2	71.289	177078	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79994&show=true									
79997	172.955	2	116.365	159714	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=79997&show=true									
80001	172.955	2	161.795	93782.6	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=80001&show=true									
80009	172.955	2	396.943	172959	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=80009&show=true									
80257	172.956	2	89.151	149919	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=80257&show=true									
81471	172.989	35	65.41911	2408970	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81471&show=true									
81472	172.986	2	59.375	94985.4	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81472&show=true	0	FC1(F)C(=O)OC(=O)C1(F)F	DTXSID6061022						
81474	172.989	145	62.92821	11222300	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81474&show=true									
81475	172.986	2	64.626	46551.3	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81475&show=true	0	FC1(F)C(=O)OC(=O)C1(F)F	DTXSID6061022						
81487	172.987	2	70.841	93916.9	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81487&show=true	0	FC1(F)C(=O)OC(=O)C1(F)F	DTXSID6061022						
81505	172.987	2	70.186	92198.4	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81505&show=true	0	FC1(F)C(=O)OC(=O)C1(F)F	DTXSID6061022						
81510	172.987	2	70.045	28002.3	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81510&show=true	0	FC1(F)C(=O)OC(=O)C1(F)F	DTXSID6061022						
81553	172.99	2	64.073	134006	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81553&show=true									
81557	172.99	2	68.89	239812	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81557&show=true									
81720	173.984	27	40.66615	2465360	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81720&show=true									
81889	174.956	14	349.59043	4735860	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81889&show=true	1	FC1=CC=C(Br)C=C1	DTXSID4027153						
81980	174.988	71	152.03351	4259830	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81980&show=true									
81994	174.992	31	162.13706	6836100	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=81994&show=true									
82023	174.991	204	156.89558	30625200	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=82023&show=true									
82024	174.989	50	165.28684	5199690	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=82024&show=true									
82029	174.988	26	155.7195	1897390	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=82029&show=true									
84453	176.949	197	138.47981	40368100	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=84453&show=true									
84455	176.949	442	129.3452	95050800	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=84455&show=true									
84456	176.948	116	121.85564	22853900	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=84456&show=true									
84462	176.949	26	106.34746	6545110	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=84462&show=true									
84465	176.945	3	147.87167	374709	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=84465&show=true									
84470	176.947	7	127.83257	1208070	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=84470&show=true									
84479	176.947	9	133.55867	1528900	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=84479&show=true									
84491	176.948	6	142.811	915873	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=84491&show=true									
84664	176.949	3	133.14567	598651	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=84664&show=true									
85050	177.053	18	228.84678	1915180	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=85050&show=true	"1.00000000,0.03489367"	"CC1=CC(=O)OC2=C1C=CC(O)=C2,OC1=CC=C(O)C2=C1C=CC=C2O"	"DTXSID8025670,DTXSID3032759"				"1,0.09"	"CC1=CC(=O)OC2=C1C=CC(O)=C2,OC1=CC=C(O)C2=C1C=CC=C2O"	"DTXSID8025670,DTXSID3032759"
85073	177.056	9	105.51133	2391100	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=85073&show=true	"1.0000000,0.7451235"	"CC1=CC(=O)OC2=C1C=CC(O)=C2,OC1=CC=C(O)C2=C1C=CC=C2O"	"DTXSID8025670,DTXSID3032759"				"1,0.757"	"CC1=CC(=O)OC2=C1C=CC(O)=C2,OC1=CC=C(O)C2=C1C=CC=C2O"	"DTXSID8025670,DTXSID3032759"
85203	177.128	22	178.83236	3889310	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=85203&show=true	0	OC1CCCCC1C1=CC=CC=C1	DTXSID4041446				1	OC1CCCCC1C1=CC=CC=C1	DTXSID4041446
92076	178.942	12	160.94783	2347400	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92076&show=true									
92080	178.943	35	144.37097	6964230	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92080&show=true									
92101	178.943	12	159.95533	1986900	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92101&show=true									
92103	178.943	28	147.27514	6181930	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92103&show=true									
92135	179.035	11	194.94882	20094.6	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92135&show=true	1	OC1(O)C(=O)C2=C(C=CC=C2)C1=O	DTXSID7025716						
92441	179.057	9	194.59867	20299.3	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92441&show=true									
92609	179.069	77	237.75765	4939630	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92609&show=true	1	CC(=O)OC1=CC=C(C=C1)C(C)=O	DTXSID9044534				1	CC(=O)OC1=CC=C(C=C1)C(C)=O	DTXSID9044534
92614	179.069	26	238.07565	3051810	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92614&show=true	1	CC(=O)OC1=CC=C(C=C1)C(C)=O	DTXSID9044534				1	CC(=O)OC1=CC=C(C=C1)C(C)=O	DTXSID9044534
92730	179.966	26	484.37354	1806580	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92730&show=true									
92734	179.966	65	457.08383	5367200	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92734&show=true									
92743	179.968	7	411.91271	1128590	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92743&show=true									
92745	179.966	25	560.92076	1457230	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92745&show=true									
92749	179.966	3	461.52067	277246	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92749&show=true									
92754	179.966	8	551.30725	472776	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92754&show=true									
92782	179.967	7	409.163	545875	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92782&show=true									
92785	179.967	18	520.73417	1186800	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92785&show=true									
92798	179.965	2	444.802	100629	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92798&show=true									
92800	179.965	2	474.913	102764	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92800&show=true									
92801	179.966	3	498.20033	139539	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92801&show=true									
92803	179.965	2	505.428	98524.3	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92803&show=true									
92804	179.965	2	512.046	88453	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92804&show=true									
92812	179.965	2	575.609	94883.1	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92812&show=true									
92813	179.965	2	582.812	95894.1	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92813&show=true									
92819	179.965	2	535.4	93381.6	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92819&show=true									
92820	179.965	2	560.605	88190.9	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92820&show=true									
92822	179.965	2	574.707	46092.9	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92822&show=true									
92824	179.966	2	489.885	234920	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92824&show=true									
92825	179.966	2	498.192	274184	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92825&show=true									
92832	179.966	2	480.475	126267	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92832&show=true									
92846	179.966	2	414.43	134231	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92846&show=true									
92849	179.966	2	460.156	146185	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92849&show=true									
92856	179.966	2	545.939	103073	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92856&show=true									
92857	179.966	2	552.367	102306	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92857&show=true									
92859	179.966	2	592.712	96429.3	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92859&show=true									
92860	179.966	2	598.284	88741.7	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92860&show=true									
92872	179.968	3	359.762	279393	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92872&show=true									
92901	179.967	3	388.68067	247780	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92901&show=true									
92907	179.967	2	532.088	113264	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92907&show=true									
92925	179.967	2	588.398	125176	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92925&show=true									
92957	180.021	22	283.73523	34653.8	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=92957&show=true	1	OC1=CC=C(Cl)C2=CC=CN=C12	DTXSID4045973				1	OC1=CC=C(Cl)C2=CC=CN=C12	DTXSID4045973
93809	181.086	14	347.99764	41342.5	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=93809&show=true	"1.0000000,0.9111690,0.8429969,0.5255650"	"CCOC(=O)C(O)C1=CC=CC=C1,CC(O)C1=CC=C(OC(C)=O)C=C1,COC1=CC=C(COC(C)=O)C=C1,CCCOC(=O)C1=CC=C(O)C=C1"	"DTXSID6057829,DTXSID9052181,DTXSID1044770,DTXSID4022527"				"1,0.883,0.826,0.587"	"CCOC(=O)C(O)C1=CC=CC=C1,CC(O)C1=CC=C(OC(C)=O)C=C1,COC1=CC=C(COC(C)=O)C=C1,CCCOC(=O)C1=CC=C(O)C=C1"	"DTXSID6057829,DTXSID9052181,DTXSID1044770,DTXSID4022527"
