cluster.index20	cluster.index21	ConsensusSMILES20	ConsensusSMILES21	LibraryID20	LibraryID21	number.of.spectra20	number.of.spectra21	INCHI20	INCHI21	FusionID20	FusionID21	sum.precursor.intensity.20	sum.precursor.intensity.21	FusionScore20	FusionScore21	ConsensusID20	ConsensusID21	parent.mass20	parent.mass21	MetFragID20	MetFragID21	RTMean20	RTMean21	ProteoSAFeClusterLink20	ProteoSAFeClusterLink21	Smiles20	Smiles21	MetFragSMILES20	MetFragSMILES21	MetFragScore20	MetFragScore21	SpectrumID20	SpectrumID21	ConsensusScore20	ConsensusScore21	FusionSMILES20	FusionSMILES21
189546	40363		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	5	6					8409.53	5806399.33				DTXSID00442840	263.0	263.0		DTXSID00442840	111.209	0.1091	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189546&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2240363%22%2C%22main.cluster%20index_upperinput%22%3A%2240363%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
189546	175433		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	5	4					8409.53	4238792.14				DTXSID00442840	263.0	263.0		DTXSID00442840	111.209	0.2144	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189546&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22175433%22%2C%22main.cluster%20index_upperinput%22%3A%22175433%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
189546	206781		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	5	7					8409.53	5715388.20				DTXSID00442840	263.0	263.0		DTXSID00442840	111.209	0.5434	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189546&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22206781%22%2C%22main.cluster%20index_upperinput%22%3A%22206781%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
189551	400		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	7	5					10288.7	3218343.45				DTXSID00442840	263.0	263.0		DTXSID00442840	103.609	0.6314	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189551&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22400%22%2C%22main.cluster%20index_upperinput%22%3A%22400%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
189551	40363		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	7	6					10288.7	5806399.33				DTXSID00442840	263.0	263.0		DTXSID00442840	103.609	0.1091	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189551&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2240363%22%2C%22main.cluster%20index_upperinput%22%3A%2240363%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
189551	175433		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	7	4					10288.7	4238792.14				DTXSID00442840	263.0	263.0		DTXSID00442840	103.609	0.2144	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189551&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22175433%22%2C%22main.cluster%20index_upperinput%22%3A%22175433%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
189551	206781		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	7	7					10288.7	5715388.20				DTXSID00442840	263.0	263.0		DTXSID00442840	103.609	0.5434	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189551&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22206781%22%2C%22main.cluster%20index_upperinput%22%3A%22206781%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
189580	400		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	54	5					10504100	3218343.45				DTXSID00442840	263.0	263.0		DTXSID00442840	91.83461	0.6314	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189580&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22400%22%2C%22main.cluster%20index_upperinput%22%3A%22400%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
189580	40363		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	54	6					10504100	5806399.33				DTXSID00442840	263.0	263.0		DTXSID00442840	91.83461	0.1091	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189580&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2240363%22%2C%22main.cluster%20index_upperinput%22%3A%2240363%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
189580	175433		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	54	4					10504100	4238792.14				DTXSID00442840	263.0	263.0		DTXSID00442840	91.83461	0.2144	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189580&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22175433%22%2C%22main.cluster%20index_upperinput%22%3A%22175433%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
189580	206781		FC(F)(F)OCCOS(=O)(=O)C(F)(F)F	N/A	N/A	54	7					10504100	5715388.20				DTXSID00442840	263.0	263.0		DTXSID00442840	91.83461	0.5434	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=189580&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22206781%22%2C%22main.cluster%20index_upperinput%22%3A%22206781%22%7D				FC(F)(F)OCCOS(=O)(=O)C(F)(F)F		1				1		
220482	470		CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	26	2					1750600	951435.94				DTXSID3075044	295.2	295.2		DTXSID3075044	295.58985	11.8781	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220482&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22470%22%2C%22main.cluster%20index_upperinput%22%3A%22470%22%7D				CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		1				1		
220482	107957		CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	26	1					1750600	453907.13				DTXSID3075044	295.2	295.2		DTXSID3075044	295.58985	12.1479	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220482&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22107957%22%2C%22main.cluster%20index_upperinput%22%3A%22107957%22%7D				CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		1				1		
220482	206784		CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	26	1					1750600	726202.85				DTXSID3075044	295.2	295.2		DTXSID3075044	295.58985	12.4877	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220482&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22206784%22%2C%22main.cluster%20index_upperinput%22%3A%22206784%22%7D				CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		1				1		
220509	470	COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	26	2					294403	951435.94			DTXSID2023725	DTXSID3075044	295.2	295.2	DTXSID2023725	DTXSID3075044	301.89273	11.8781	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220509&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22470%22%2C%22main.cluster%20index_upperinput%22%3A%22470%22%7D			COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	1			1	1		
220509	107957	COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	26	1					294403	453907.13			DTXSID2023725	DTXSID3075044	295.2	295.2	DTXSID2023725	DTXSID3075044	301.89273	12.1479	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220509&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22107957%22%2C%22main.cluster%20index_upperinput%22%3A%22107957%22%7D			COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	1			1	1		
220509	206784	COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	26	1					294403	726202.85			DTXSID2023725	DTXSID3075044	295.2	295.2	DTXSID2023725	DTXSID3075044	301.89273	12.4877	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220509&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22206784%22%2C%22main.cluster%20index_upperinput%22%3A%22206784%22%7D			COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	1			1	1		
220511	470	COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	9	2					49367.2	951435.94			DTXSID2023725	DTXSID3075044	295.2	295.2	DTXSID2023725	DTXSID3075044	320.94089	11.8781	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220511&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22470%22%2C%22main.cluster%20index_upperinput%22%3A%22470%22%7D			COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	1			1	1		
220511	107957	COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	9	1					49367.2	453907.13			DTXSID2023725	DTXSID3075044	295.2	295.2	DTXSID2023725	DTXSID3075044	320.94089	12.1479	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220511&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22107957%22%2C%22main.cluster%20index_upperinput%22%3A%22107957%22%7D			COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	1			1	1		
220511	206784	COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	9	1					49367.2	726202.85			DTXSID2023725	DTXSID3075044	295.2	295.2	DTXSID2023725	DTXSID3075044	320.94089	12.4877	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220511&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22206784%22%2C%22main.cluster%20index_upperinput%22%3A%22206784%22%7D			COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	1			1	1		
220546	470		CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	24	2					3369110	951435.94				DTXSID3075044	295.2	295.2		DTXSID3075044	303.03888	11.8781	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220546&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22470%22%2C%22main.cluster%20index_upperinput%22%3A%22470%22%7D				CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		1				1		
