"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DF_high_N","parent_id","DB_name","name_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"11","429.1252-160.8",7238,429.1252,160.8,95.8333333333333,81.25,0,14.5833333333333,14417.5264554386,17436.3331955487,120.938451193002,8088.56611277237,NA,17723.5700737392,28485.9801533683,160.723714437058,8767.85478637613,NA,0,0,NA,0,NA,3,49541.2844036697,"Unique",429.1292416,9.42,"C21H20N2O8","428.12197","M+H",16070.5482645889,0,"1","DTXSID0038700","DTXSID0038700-BTMR0171","2-Methoxy-4-nitroaniline","COc1cc([N+](=O)[O-])ccc1N","2-methoxy-4-nitroaniline","C7H8N2O3","168.053492","ERactive, VBtoxcast","","","","","","","","","","","","1","0","","","","","","1","-5.114555","8.9132","8","","","0",0,"nurses1",1.51592340042905,0.587356377689672,2.58092609191006,0.0105917288717612,"1","1","pos"
"12","753.80362-331.6",7254,753.80362,331.6,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,1,9,"Unique",753.806295476,3.55,"C19H23Br4N3O7S","752.79902","M+H",0,NA,"0","DTXSID0047957","DTXSID0047957-BTMR0197","Octylparaben","CCCCCCCCOC(=O)c1ccc(O)cc1","octyl 4-hydroxybenzoate","C15H22O3","250.156895","ERactive, VBtoxcast","","","","","","","","","","","","1","0.268","","","","","","1","-0.745082941","21.87423109","4","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
"13","402.1622-503.7",7258,402.1622,503.7,71.6666666666667,62.5,100,9.16666666666667,508.980819478188,609.550127039765,119.758958238285,238.576124045152,NA,578.407849819373,783.922793293936,135.531147016546,114.970297091851,NA,2205.34700988393,1430.55399795768,64.8675238656875,2063.70214014816,1478.17470259956,2,10,"Multiple",402.165961456,9.35,"C20H23N3O6","401.15869","M+H",543.69433464878,405.622584114023,"0","DTXSID0059879","DTXSID0059879-BTMR0165","1H,1H,5H-PERFLUOROPENTANOL","OCC(F)(F)C(F)(F)C(F)(F)C(F)F","2,2,3,3,4,4,5,5-octafluoropentan-1-ol","C5H4F8O","232.013441","PFAS","0","","0","0","","1","","","","","","","","","","","","","","","","","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
"14","402.16282-558.1",7258,402.16282,558.1,65,53.75,16.6666666666667,11.25,1092.51473606605,1069.56379365682,97.8992555750902,1007.53097994583,NA,856.894797375278,1072.98755380018,125.218119783993,212.347196033477,NA,210.619157887482,498.321298922555,236.598277156141,0,NA,2,10,"Multiple",402.165961456,7.81,"C20H23N3O6","401.15869","M+H",974.704766720663,21.6085080404499,"1","DTXSID0059879","DTXSID0059879-BTMR0165","1H,1H,5H-PERFLUOROPENTANOL","OCC(F)(F)C(F)(F)C(F)(F)C(F)F","2,2,3,3,4,4,5,5-octafluoropentan-1-ol","C5H4F8O","232.013441","PFAS","0","","0","0","","1","","","","","","","","","","","","","","","","","","","0",0,"nurses1",1.20996008708119,0.397951731635965,3.04046946122609,0.00268830128591626,"1","1","pos"
"15","287.13796-244.4",7270,287.13796,244.4,98.3333333333333,100,100,-1.66666666666667,7588.17556314518,4395.39949569936,57.9243252758577,6418.3018977327,NA,5664.16702016781,3694.90302927993,65.2329462765464,5016.292933021,4363.43515699249,5849.03263200685,3677.18610371747,62.868278142189,4528.23368650817,5121.64445065477,2,10,"Unique",287.139018436,3.69,"C16H18N2O3","286.13174","M+H",6626.1712916565,88.2716786898009,"0","DTXSID1020221","DTXSID1020221-BTMR0166","4-tert-Butylphenol","CC(C)(C)c1ccc(O)cc1","4-tert-butylphenol","C10H14O","150.104465","ERactive, VBtoxcast","","","","","","","","","","","","1","0.161","","","","","","1","-1.095254","12.76574","8","","","0",0,"nurses1",0.371369791567852,0.21565124608962,1.72208507162309,0.0866479267051939,"1","1","pos"
"16","287.13878-457.5",7270,287.13878,457.5,95.8333333333333,97.5,50,-1.66666666666666,11002.2630544023,10886.9723091202,98.9521178987263,8177.80773400984,NA,8021.29169717146,8169.43096166416,101.846825549867,7069.46349160415,NA,240.099257282405,343.979625463549,143.265593303756,54.6208259353635,NA,2,10,"Unique",287.139018436,0.83,"C16H18N2O3","286.13174","M+H",9511.7773757869,2.52423125349422,"0","DTXSID1020221","DTXSID1020221-BTMR0166","4-tert-Butylphenol","CC(C)(C)c1ccc(O)cc1","4-tert-butylphenol","C10H14O","150.104465","ERactive, VBtoxcast","","","","","","","","","","","","1","0.161","","","","","","1","-1.095254","12.76574","8","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
"17","464.18193-74.3",7274,464.18193,74.3,85,88.75,0,-3.75,1258.09868655774,1236.39494466781,98.27487762909,751.330814488728,NA,1260.18105679737,1215.51635798481,96.4556919363575,883.282727820078,NA,0,0,NA,0,NA,2,10,"Multiple",464.18161152,0.69,"C25H25N3O6","463.17434","M+H",1259.13987167756,0,"0","DTXSID1020433-BTMR0171__DTXSID6020432","DTXSID1020433-BTMR0171__DTXSID6020432-BTMR0171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"0","1","pos"
"18","464.18196-69.4",7274,464.18196,69.4,83.3333333333333,82.5,0,0.833333333333343,1042.6594197793,883.765252114232,84.7606836277662,917.074991688655,NA,1071.53523384263,962.127955315343,89.7896704586242,829.291432193756,NA,0,0,NA,0,NA,2,10,"Multiple",464.18161152,0.75,"C25H25N3O6","463.17434","M+H",1057.09732681096,0,"0","DTXSID1020433-BTMR0171__DTXSID6020432","DTXSID1020433-BTMR0171__DTXSID6020432-BTMR0171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"0","1","pos"
"19","395.11285-65",7323,395.11285,65,80,83.75,0,-3.75,749.259273042271,829.110729203748,110.657386439443,391.191527320275,NA,727.185600536721,680.762382942003,93.6160427873634,584.57181909121,NA,0,0,NA,0,NA,2,10,"Unique",395.112528916,0.81,"C22H18O7","394.10525","M+H",738.222436789496,0,"0","DTXSID1037486","DTXSID1037486-BTMR0167","Alachlor,OA","CCc1cccc(CC)c1N(COC)C(=O)C(=O)O","2-[2,6-diethyl-N-(methoxymethyl)anilino]-2-oxoacetic acid","C14H19NO4","265.131408","pellizzari","","","","","","","","","","","","","","","","","","","","","","","","1","0",0,NA,0,NA,NA,NA,"0","1","pos"
"20","412.2205-442.5",7334,412.2205,442.5,60,57.5,8.33333333333333,2.50000000000001,7481.61868569871,14608.0356104868,195.252340758964,630.041514633177,NA,1229.05418947994,1731.89850865696,140.913112170408,114.996663190281,NA,9.59902083396917,33.2519835746935,346.410161513775,0,NA,1,9,"Unique",412.220402332,0.24,"C20H31N2O7","411.21313","M+H",4355.33643758932,0.220396770066338,"0","DTXSID1040372","DTXSID1040372-BTMR0222","Epoxiconazole","Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1","1-[[3-(2-chlorophenyl)-2-(4-fluorophenyl)oxiran-2-yl]methyl]-1,2,4-triazole","C17H13ClFN3O","329.073118","P4Up, VBtoxcast","","","","","","","","","","","","","","","","1","3","","1","-1.245200896","7.985808021","20","","","0",0,"nurses1",1.4356331972243,0.55001711606514,2.6101609482536,0.00975633280821132,"1","1","pos"
"21","344.98433-100.3",7346,344.98433,100.3,100,100,100,0,74794.8440782921,57973.5551311463,77.5100955761898,44378.3124369982,56149.745382624,69349.2889497163,59667.1691726269,86.0386170878988,39242.3979118884,50819.9798792125,197190.230105251,167889.893424847,85.1410809426187,190543.993070806,84455.3661857938,2,10,"Unique",344.98375962,1.65,"C6H5F9O4S","343.97648","M+H",72072.0665140042,273.601465370686,"0","DTXSID1046970","DTXSID1046970-BTMR0166","5HPP-33","CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O","2-[2,6-di(propan-2-yl)phenyl]-5-hydroxyisoindole-1,3-dione","C20H21NO3","323.152144","ERactive, VBtoxcast","","","","","","","","","","","","1","0.418","","","","","","1","-3.377892521","15.4648161","32","","","0",0,"nurses1",0.0930271478990876,0.0426224639473312,2.1825849395765,0.0302673674847978,"1","1","pos"
"22","344.98422-107.8",7346,344.98422,107.8,100,100,83.3333333333333,0,38147.7846124232,19898.4627930066,52.1615160491561,35119.6794629303,31959.1410886472,35418.8038247743,19906.4917786708,56.2031735378564,31087.3288845038,29764.8732187591,24147.8449566993,16008.4936861441,66.2936743003349,30262.6744507282,NA,2,10,"Unique",344.98375962,1.33,"C6H5F9O4S","343.97648","M+H",36783.2942185987,65.6489459948625,"0","DTXSID1046970","DTXSID1046970-BTMR0166","5HPP-33","CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O","2-[2,6-di(propan-2-yl)phenyl]-5-hydroxyisoindole-1,3-dione","C20H21NO3","323.152144","ERactive, VBtoxcast","","","","","","","","","","","","1","0.418","","","","","","1","-3.377892521","15.4648161","32","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
"23","361.13871-364.4",7356,361.13871,364.4,100,100,0,0,3010.47864926992,1821.28717887474,60.4982592823379,2784.92458655039,2489.28999063536,3221.51386017713,2609.92109592547,81.0153613860897,2480.00489961121,2398.26970176536,0,0,NA,0,NA,3,805.970149253733,"Multiple",361.139412,1.94,"C18H20N2O6","360.13214","M+H",3115.99625472352,0,"0","DTXSID1062122","DTXSID1062122-BTMR0501","4:2,FLUOROTELOMER,ALCOHOL","OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F","3,3,4,4,5,5,6,6,6-nonafluorohexan-1-ol","C6H5F9O","264.019669","PFAS","0","","0","0","","1","","","","","","","","","","","","","","","","","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
"24","361.13855-361",7356,361.13855,361,97.5,95,0,2.5,2288.94389253843,1740.66776259224,76.0467641110172,2167.61601069879,NA,2641.92267284607,2138.36432102496,80.9397013396066,2354.55101209258,NA,0,0,NA,0,NA,3,805.970149253733,"Multiple",361.139412,2.39,"C18H20N2O6","360.13214","M+H",2465.43328269225,0,"0","DTXSID1062122","DTXSID1062122-BTMR0501","4:2,FLUOROTELOMER,ALCOHOL","OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F","3,3,4,4,5,5,6,6,6-nonafluorohexan-1-ol","C6H5F9O","264.019669","PFAS","0","","0","0","","1","","","","","","","","","","","","","","","","","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
"25","299.11109-427.5",7374,299.11109,427.5,100,100,100,0,11000.6783146109,8082.35169429802,73.4713938827132,8166.91233055405,8702.62168609651,12606.3846473033,8233.03611851828,65.3084635195505,9767.80322325007,10530.2098242595,691.817018209177,493.686279864147,71.3608175095334,702.334440207889,506.626931074439,3,22924.5283018867,"Multiple",299.112529,4.81,"C14H18O7","298.10525","M+H",11803.5314809571,5.86110198736116,"0","DTXSID2020426","DTXSID2020426-BTMR0171","Dicloran","Nc1c(Cl)cc([N+](=O)[O-])cc1Cl","2,6-dichloro-4-nitroaniline","C6H4Cl2N2O2","205.964983","VBtoxcast, pellizzari","","","","","","","","","","","","","","","","","","","1","-2.865788","7.681528","14","","1","0",0,"nurses1",-0.242759008377235,0.0993564762830991,-2.44331338488228,0.015447713032159,"0","1","pos"
"26","351.1288-185.2",7380,351.1288,185.2,79.1666666666667,76.25,0,2.91666666666666,3476.26907901736,4876.1750417528,140.270356837025,1706.42347013816,NA,4200.48907938288,4708.52431360323,112.094668611661,2762.62759202562,NA,0,0,NA,0,NA,2,10,"Multiple",351.126070804,7.77,"C18H22O5S","350.11879","M+H",3838.37907920012,0,"0","DTXSID2020921","DTXSID2020921-BTMR0171","2-Naphthylamine","Nc1ccc2ccccc2c1","naphthalen-2-amine","C10H9N","143.073499","E2Up, P4Up, VBtoxcast, pellizzari","","","","","","","","","","","","","","1","2","1","1","","1","-1.657131","7.740399","12","","1","0",0,NA,0,NA,NA,NA,"0","1","pos"
"27","505.22139-822.5",7389,505.22139,822.5,22.5,47.5,16.6666666666667,-25,262.968094864221,699.994585567137,266.18992921121,0,NA,542.670109977977,754.448431193946,139.025241545838,0,NA,119.758246551281,284.380809140607,237.462402239526,0,NA,3,810,"Unique",505.218056604,6.6,"C25H32N2O9","504.21078","M+H",402.819102421099,29.7300316274695,"0","DTXSID2022381","DTXSID2022381-BTMR0166","meso-Hexestrol","CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1","4-[(3S,4R)-4-(4-hydroxyphenyl)hexan-3-yl]phenol","C18H22O2","270.16198","ERactive, VBtoxcast","","","","","","","","","","","","1","0.993","","","","","","1","-7.983941","19.5992","55","","","0",0,"nurses1",-2.50119101870121,0.524685765796674,-4.76702663146092,3.6614580236303e-06,"0","1","pos"
"28","442.15475-483",7395,442.15475,483,50,51.25,100,-1.24999999999999,1363.93278932645,1920.25080195652,140.787787857552,51.4154678589955,NA,1787.1999527924,2562.97084398523,143.407056383408,103.454908669063,NA,9197.87853015022,4837.69282200857,52.5957459228325,8812.50388864463,7770.95147960076,2,10,"Multiple",442.15167114,6.96,"C18H25N4O7S","441.1444","M+H",1575.56637105942,583.782359099572,"0","DTXSID2022836","DTXSID2022836-BTMR0165","CLINDAMYCIN","CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1","(2S,4R)-N-[(1S,2S)-2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide","C18H33ClN2O5S","424.179871","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
"29","442.15475-483",7396,442.15475,483,50,51.25,100,-1.24999999999999,1363.93278932645,1920.25080195652,140.787787857552,51.4154678589955,NA,1787.1999527924,2562.97084398523,143.407056383408,103.454908669063,NA,9197.87853015022,4837.69282200857,52.5957459228325,8812.50388864463,7770.95147960076,2,10,"Multiple",442.15167114,6.96,"C18H25N4O7S","441.1444","M+H",1575.56637105942,583.782359099572,"0","DTXSID2022836","DTXSID2022836-BTMR0502","CLINDAMYCIN","CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1","(2S,4R)-N-[(1S,2S)-2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide","C18H33ClN2O5S","424.179871","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
"30","497.26395-890.4",7424,497.26395,890.4,26.6666666666667,30,8.33333333333333,-3.33333333333333,66.5990971625966,169.841091237427,255.02011059215,0,NA,110.095315999413,274.325858940903,249.171235352435,0,NA,8.53456537055967,29.5646016846545,346.410161513775,0,NA,2,10,"Multiple",497.25925272,9.45,"C22H40O12","496.25198","M+H",88.3472065810046,9.66025492015349,"0","DTXSID2037712","DTXSID2037712-BTMR0166","4,4',4''-Ethane-1,1,1-triyltriphenol","CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1","4-[1,1-bis(4-hydroxyphenyl)ethyl]phenol","C20H18O3","306.125594","ERactive, VBtoxcast","","","","","","","","","","","","1","0.319","","","","","","1","-5.095792192","15.36355766","32","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
"31","497.26413-886.1",7424,497.26413,886.1,31.6666666666667,40,0,-8.33333333333334,110.098564029266,281.907991127903,256.050561252523,0,NA,174.182962315161,355.733799091868,204.229962772258,0,NA,0,0,NA,0,NA,2,10,"Multiple",497.25925272,9.81,"C22H40O12","496.25198","M+H",142.140763172213,0,"0","DTXSID2037712","DTXSID2037712-BTMR0166","4,4',4''-Ethane-1,1,1-triyltriphenol","CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1","4-[1,1-bis(4-hydroxyphenyl)ethyl]phenol","C20H18O3","306.125594","ERactive, VBtoxcast","","","","","","","","","","","","1","0.319","","","","","","1","-5.095792192","15.36355766","32","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
"32","495.24791-885.9",7434,495.24791,885.9,100,100,16.6666666666667,0,84645.2371924737,59428.6672632791,70.2091094956058,74293.0140514552,72413.0369581203,96606.4421247987,74186.1222005466,76.7921067879832,77288.9163279966,77613.2219183164,29.9394996653521,73.9495025089219,246.996453967135,0,NA,3,27692.3076923077,"Unique",495.246282732,3.29,"C25H36NO9","494.23901","M+H",90625.8396586362,0.0330363831972496,"0","DTXSID2041208","DTXSID2041208-BTMR0165","Decyl,beta-D-glucopyranoside","CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","(2R,3R,4S,5S,6R)-2-decoxy-6-(hydroxymethyl)oxane-3,4,5-triol","C16H32O6","320.219889","ERactive, VBtoxcast","","","","","","","","","","","","1","0.000123","","","","","","1","-0.580009812","5.341239765","1","","","0",0,NA,0,NA,NA,NA,"0","1","pos"
